City,Street,Lat,Long,Region,Partner,Bonus,Materials
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, ул Пинегина, 19","59,8944","30,4183",Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саранск,"Республика Мордовия, г Саранск, ул Полежаева, 219","54,194285","45,144908",Республика Мордовия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саратов,"Саратовская область, г Саратов, пр-кт Энтузиастов, 26","51,5025","45,9442",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саратов,"Саратовская область, г Саратов, ул Университетская, 89","51,5461","46,0097",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саров,"Нижегородская область, г Саров, ул Кирова, 2","54,0672","43,1336",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Севастополь,"Севастополь, г Севастополь, ул Вокзальная, 11","44,594365","33,531309",Севастополь,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Северодвинск,"Архангельская область, г Северодвинск, ш Архангельское, 70","64,5714","39,8031",Архангельская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Симферополь,"Республика Крым, г Симферополь, ул Кечкеметская, 203","44,971321","34,132165",Республика Крым,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Смоленск,"Смоленская область, г Смоленск, ш Витебское, 14","54,7986","32,0436",Смоленская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сосновый Бор,"Ленинградская область, г Сосновый Бор, ш Копорское, 30","59,8275","29,0361",Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сочи,"Краснодарский край, г Сочи, ул Конституции СССР, 42","43,5992","39,7294",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ставрополь,"Ставропольский край, г Ставрополь, ул 50 лет ВЛКСМ, 109","44,9994","41,9192",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Старый Оскол,"Белгородская область, г Старый Оскол, ул Ленина, 84","51,302351","37,828686",Белгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Стерлитамак,"Республика Башкортостан, г Стерлитамак, ул Островского, 51","53,6066","55,9434",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сургут,"Ханты-Мансийский автономный округ - Югра, г Сургут, тракт Тюменский, Контейнерная 14","61,275513","73,297513",Ханты-Мансийский автономный округ - Югра,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сызрань,"Самарская область, г Сызрань, ул Краевая, 71","53,166165","48,46034",Самарская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сыктывкар,"Республика Коми, г Сыктывкар, ул Коммунистическая, 33","61,666253","50,816543",Республика Коми,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тамбов,"Тамбовская область, г Тамбов, ул Бастионная, 73","52,7553","41,3664",Тамбовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тверь,"Тверская область, г Тверь, пер Третьяковский, 32","56,87472","35,93547",Тверская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тольятти,"Самарская область, г Тольятти, б-р Орджоникидзе, 6","53,524419","49,288942",Самарская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Томск,"Томская область, г Томск, пр-кт Комсомольский, 70","56,465861","84,989175",Томская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тула,"Тульская область, г Тула, пр-кт Ленина, 46","54,1853","37,5858",Тульская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тюмень,"Тюменская область, г Тюмень, ул 2-я Центральная, 18","57,2475","65,6144",Тюменская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Тюмень,"Тюменская область, г Тюмень, ул Осипенко, 81","57,155303","65,562206",Тюменская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Улан-Удэ,"Республика Бурятия, г Улан-Удэ, ул Балтахинова, 38","51,821435","107,592057",Республика Бурятия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ульяновск,"Ульяновская область, г Ульяновск, ул Гагарина, 28","54,332302","48,386669",Ульяновская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Уссурийск,"Приморский край, г Уссурийск, ул Ленина, 122","43,7997","131,9547",Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Уфа,"Республика Башкортостан, г Уфа, пр-кт Октября, 106","54,7675","56,02",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Уфа,"Республика Башкортостан, г Уфа, ул Маршала Жукова, 16","54,7739","56,0647",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Хабаровск,"Хабаровский край, г Хабаровск, пер Облачный, 3","48,467603","135,09633",Хабаровский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Хабаровск,"Хабаровский край, г Хабаровск, ул Сеченова, специалистов 1",48,135,Хабаровский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ханты-Мансийск,"Ханты-Мансийский автономный округ - Югра, г Ханты-Мансийск, ул Строителей, 37","60,9988","69,0598",Ханты-Мансийский автономный округ - Югра,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Чебоксары,"Чувашская республика, г Чебоксары, пр-кт Максима Горького, 19","56,0895","47,0895",Чувашская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Челябинск,"Челябинская область, г Челябинск, пр-кт Ленина, 68","55,1597","61,3758",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Челябинск,"Челябинская область, г Челябинск, ул Первой Пятилетки, 37","55,167756","61,442107",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Череповец,"Вологодская область, г Череповец, ул Боршодская, 8","59,1332","37,9662",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Чита,"Забайкальский край, г Чита, ул Бабушкина, 82","52,040303","113,498103",Забайкальский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Шадринск,"Курганская область, г Шадринск, ул Пионерская, 54",56,63,Курганская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Шахты,"Ростовская область, г Шахты, ул Калинина, 22","47,738504","40,303099",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Щекино,"Тульская область, г Щекино, ул Советская, 7","54,02369","37,12587",Тульская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Элиста,"Республика Калмыкия, г Элиста, ул Т.Шевченко, 25","46,3125","44,2794",Республика Калмыкия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Энгельс,"Саратовская область, г Энгельс, ул Максима Горького, 11","51,1706","46,07",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Южно-Сахалинск,"Сахалинская область, г Южно-Сахалинск, ул Железнодорожная, 159","46,929544","142,72715",Сахалинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Якутск,"Республика Саха (Якутия), г Якутск, ул Бестужева-Марлинского, Кальвица 3","62,049131","129,754626",Республика Саха (Якутия),Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ярославль,"Ярославская область, г Ярославль, пр-кт Ленинградский, 60","57,6928","39,7734",Ярославская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Абакан,"Республика Хакасия, г Абакан, ул Тараса Шевченко, 74","53,4335","91,274",Республика Хакасия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ангарск,"Иркутская область, г Ангарск, ул Коминтерна, строение 7","52,5667","103,9",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Архангельск,"Архангельская область, г Архангельск, пр-кт Троицкий, 38","64,53486","40,52278",Архангельская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Астрахань,"Астраханская область, г Астрахань, ул Анри Барбюса, 17","48,0475","46,3619",Астраханская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ачинск,"Красноярский край, г Ачинск, ул Гагарина, 27","56,2475","90,4797",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Балашиха,"Московская область, г Балашиха, ш Балашихинское, 10","55,4937","37,5441",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Барнаул,"Алтайский край, г Барнаул, пр-кт Красноармейский, 19","53,19686","83,47096",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Барнаул,"Алтайский край, г Барнаул, ул Молодежная, 68","53,2032","83,4535",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белгород,"Белгородская область, г Белгород, ул Разуменская, 15","50,5125","36,6681",Белгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Березники,"Пермский край, г Березники, ул Матросова, 19","59,3967","56,7944",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бийск,"Алтайский край, г Бийск, ул имени Героя Советского Союза Трофимова, 65","52,31367","85,09476",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Благовещенск,"Амурская область, г Благовещенск, ул Загородная, 74","50,2667","127,5317",Амурская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Брянск,"Брянская область, г Брянск, ул 3 Интернационала, 19","53,3069","34,3028",Брянская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Великий Новгород,"Новгородская область, г Великий Новгород, ул Большая Санкт-Петербургская, 130","58,5167","31,25",Новгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владивосток,"Приморский край, г Владивосток, пр-кт Партизанский, 12","43,1244","131,8931",Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владикавказ,"Республика Северная Осетия - Алания, г Владикавказ, ш Архонское, 3",43,44,Республика Северная Осетия - Алания,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владимир,"Владимирская область, г Владимир, ул Добросельская, 8","56,1542","40,46",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгоград,"Волгоградская область, г Волгоград, пр-кт им В.И.Ленина, 45","48,7238","44,5359",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгоград,"Волгоградская область, г Волгоград, ул Кубанская, 17","48,7169","44,5023",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгодонск,"Ростовская область, г Волгодонск, ул Морская, 132","47,3333","42,0167",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волжский,"Волгоградская область, г Волжский, пр-кт Ленина, 88","48,7848","44,7522",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Вологда,"Вологодская область, г Вологда, ул Мира, 17","59,2194","39,8861",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Воронеж,"Воронежская область, г Воронеж, пр-кт Ленинский, 117","51,3872","39,7225",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Грозный,"Чеченская республика, г Грозный, ул Сайханова, 260","43,2919","45,6864",Чеченская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дзержинск,"Нижегородская область, г Дзержинск, пр-кт Чкалова, 46","56,153","43,2755",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Екатеринбург,"Свердловская область, г Екатеринбург, тракт Сибирский, 11","56,7869","60,7233",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Железногорск,"Красноярский край, г Железногорск, ул Советская, 16","56,2458","93,5286",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Железнодорожный,"Московская область, г Железнодорожный, ул Пролетарская, 7","55,744095","38,008853",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Зеленоград,"Москва, г Зеленоград, ул Андреевка, 1606","55,97648","37,148963",Москва,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Златоуст,"Челябинская область, г Златоуст, ул Таганайская, 108","55,09884","59,40906",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Иваново,"Ивановская область, г Иваново, пр-кт Шереметевский, 10","56,998933","40,984265",Ивановская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ижевск,"Удмуртская республика, г Ижевск, ул Автозаводская, 5","56,8722","53,3153",Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ижевск,"Удмуртская республика, г Ижевск, ш Славянское, 0 18","56,9119","53,2322",Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Иркутск,"Иркутская область, г Иркутск, ул Академическая, 25 2","52,2044","104,3367",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Иркутск,"Иркутская область, г Иркутск, ул Франк-Каменецкого, 2","52,2933","104,2914",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Йошкар-Ола,"Республика Марий Эл, г Йошкар-Ола, ул Йывана Кырли, 24","56,640518","47,83831",Республика Марий Эл,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Казань,"Республика Татарстан, г Казань, тер Деревня Универсиады, 5","55,744408","49,179825",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Казань,"Республика Татарстан, г Казань, ул Мулланура Вахитова, 5","55,81537","49,086252",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Калининград,"Калининградская область, г Калининград, пр-кт Мира, 84","54,7203","20,4753",Калининградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Калуга,"Калужская область, г Калуга, ул Дзержинского, 92","54,5112","36,2669",Калужская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Кемерово,"Кемеровская область, г Кемерово, ул Баумана, 2","55,3258","86,0839",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Кинешма,"Ивановская область, г Кинешма, ул Спортивная, 24","57,4317","42,1664",Ивановская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Киров,"Кировская область, г Киров, ул Потребкооперации, 38","58,599999","49,623211",Кировская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ковров,"Владимирская область, г Ковров, ул Еловая, 96","56,335","41,3269",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Комсомольск-на-Амуре,"Хабаровский край, г Комсомольск-на-Амуре, ул Лесная, 50","50,533573","136,986213",Хабаровский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Кострома,"Костромская область, г Кострома, ул Северной правды, 7","57,4523","40,5254",Костромская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Краснодар,"Краснодарский край, г Краснодар, ул им Вишняковой, 2","45,0261","38,1517",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Красноярск,"Красноярский край, г Красноярск, пр-кт им газеты Красноярский Рабочий, 99","56,002779","92,931078",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Красноярск,"Красноярский край, г Красноярск, ул Красномосковская, 40","56,3661","92,8183",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Кропоткин,"Краснодарский край, г Кропоткин, ул Мира, 167 1","45,4419","40,5822",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Курск,"Курская область, г Курск, ул Карла Маркса, 70","51,765","36,1831",Курская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Кызыл,"Республика Тыва, г Кызыл, ул Рабочая, 234","51,7136","94,4233",Республика Тыва,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Липецк,"Липецкая область, г Липецк, пр-кт Победы, 102","52,59031","39,55708",Липецкая область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Люберцы,"Московская область, г Люберцы, пр-кт Победы, 13","55,688573","37,915129",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Магадан,"Магаданская область, г Магадан, ул Пролетарская, 38","59,5624","150,8159",Магаданская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Магнитогорск,"Челябинская область, г Магнитогорск, пр-кт Ленина, 68","53,4116","58,9842",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Майкоп,"Республика Адыгея, г Майкоп, ул Павлова, 40","44,6069","40,0525",Республика Адыгея,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Мичуринск,"Тамбовская область, г Мичуринск, ул Советская, 32 1","52,3872","40,5392",Тамбовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, б-р Кавказский, 57","55,626642","37,633802",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, пр-кт Волгоградский, 82  37","55,705223","37,766914",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, проезд Неманский, 10","55,808723","37,390929",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ул Берзарина, 32","55,789083","37,472096",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ул Зацепский Вал, 14","55,435","37,381",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ул Мантулинская, 2","55,756893","37,55866",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ул Плещеева, 8","55,884","37,608",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ул Сходненская, 13","55,84053","37,438621",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ш Алтуфьевское, 72","55,89","37,587",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Москва,"Москва, г Москва, ш Новокуркинское, 14","55,897225","37,400185",Москва,Муниципалитет,10 бонусов за 1кг,Пластик; Бумага; Стекло
Мурманск,"Мурманская область, г Мурманск, ул Баумана, 38","68,9083","33,0817",Мурманская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Муром,"Владимирская область, г Муром, ул Московская, 94","55,5747","42,0294",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Набережные Челны,"Республика Татарстан, г Набережные Челны, пр-кт Московский, 99А 1","55,731067","52,408493",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нальчик,"Кабардино-Балкарская республика, г Нальчик, ул Кирова, 335","43,5056","43,6122",Кабардино-Балкарская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Невинномысск,"Ставропольский край, г Невинномысск, ул Первомайская, 57","44,6183","41,9522",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижневартовск,"Ханты-Мансийский автономный округ - Югра, г Нижневартовск, ул Ленина, 27","60,9321","76,6034",Ханты-Мансийский автономный округ - Югра,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижнекамск,"Республика Татарстан, г Нижнекамск, пр-кт Химиков, 68","55,645125","51,82846",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижний Новгород,"Нижегородская область, г Нижний Новгород, пр-кт Гагарина, 105","56,2327","43,9525",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижний Новгород,"Нижегородская область, г Нижний Новгород, ул Зайцева, 31","56,3517","43,795",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижний Новгород,"Нижегородская область, г Нижний Новгород, ул Ярошенко, 7","56,3329","43,8573",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Нижний Тагил,"Свердловская область, г Нижний Тагил, ул Свердлова, 5","57,5541","60,0648",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Новокузнецк,"Кемеровская область, г Новокузнецк, ул Гончарова, 66","53,750654","87,00903",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Новосибирск,"Новосибирская область, г Новосибирск, снт Восход, 32","55,0144","82,9439",Новосибирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Новосибирск,"Новосибирская область, г Новосибирск, ул Станционная, 80 2","54,9972","82,7886",Новосибирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Новочеркасск,"Ростовская область, г Новочеркасск, ул Троицкая, 20","47,4203","40,0881",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Октябрьский,"Республика Башкортостан, г Октябрьский, ул Садовое Кольцо, 42","54,4919","53,4917",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Омск,"Омская область, г Омск, пр-кт Космический, 103","54,9836","73,4706",Омская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Омск,"Омская область, г Омск, ул Лукашевича, 27","55,0056","73,2861",Омская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Орёл,"Орловская область, г Орёл, ул Комсомольская, 63","52,9545","36,0631",Орловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Оренбург,"Оренбургская область, г Оренбург, пр-кт Дзержинского, 23 ст 1","51,8336","55,1311",Оренбургская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Орск,"Оренбургская область, г Орск, ул Суворова, 27","51,2367","58,4689",Оренбургская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Пенза,"Пензенская область, г Пенза, ул Каракозова, 16","53,207","45,017",Пензенская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Пермь,"Пермский край, г Пермь, ул Баумана, 12","57,98643","56,194368",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Пермь,"Пермский край, г Пермь, ул Солдатова, 44","57,9753","56,2428",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Петрозаводск,"Республика Карелия, г Петрозаводск, ул Генерала Фролова, 9","61,7657","34,3704",Республика Карелия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Петропавловск-Камчатский,"Камчатский край, г Петропавловск-Камчатский, ул Крашенинникова, 13","53,0392","158,6281",Камчатский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Прокопьевск,"Кемеровская область, г Прокопьевск, ул Проспектная, 13","53,8831","86,7181",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Псков,"Псковская область, г Псков, ул Коммунальная, 10","57,821341","28,318812",Псковская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Пятигорск,"Ставропольский край, г Пятигорск, ул Калинина, 38","44,0654","43,0484",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Россошь,"Воронежская область, г Россошь, ул Пролетарская, 84","50,2069","39,5692",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ростов-на-Дону,"Ростовская область, г Ростов-на-Дону, пер Днепровский, 103 18","47,2825","39,7572",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ростов-на-Дону,"Ростовская область, г Ростов-на-Дону, ул Зоологическая, 26","47,1447","39,403",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Рубцовск,"Алтайский край, г Рубцовск, ул Оросительная, 217","51,5065","81,1877",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Рыбинск,"Ярославская область, г Рыбинск, ул Гражданская, 51","58,0634","38,7668",Ярославская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Рязань,"Рязанская область, г Рязань, ул Гоголя, 43 26","54,603174","39,7205",Рязанская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Самара,"Самарская область, г Самара, пр-кт Кирова, 435 корпус 1","53,260572","50,208136",Самарская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, наб Лейтенанта Шмидта, 45",59,30,Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, пр-кт Искровский, 9","59,4042","30,4694",Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, пр-кт Обуховской Обороны, 195","59,8692","30,4611",Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, ул Возрождения, 7 25",59,30,Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Санкт-Петербург,"Санкт-Петербург, г Санкт-Петербург, ул Прибрежная, 10","59,83366","30,50851",Санкт-Петербург,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саранск,"Республика Мордовия, г Саранск, ул Рабочая, 34","54,18512","45,192859",Республика Мордовия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саратов,"Саратовская область, г Саратов, пр-кт Энтузиастов, 34 40","51,5003","45,9397",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саратов,"Саратовская область, г Саратов, ул Усть-Курдюмская, 3","51,341","46,0403",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Саров,"Нижегородская область, г Саров, ул Московская, 29","54,4064","43,5697",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Севастополь,"Севастополь, г Севастополь, ул Гоголя, 28","44,592098","33,517083",Севастополь,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Симферополь,"Республика Крым, г Симферополь, ул Киевская, 189","44,983771","34,085496",Республика Крым,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сосновый Бор,"Ленинградская область, г Сосновый Бор, ш Копорское, 32",59,29,Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сочи,"Краснодарский край, г Сочи, ул Транспортная, 133","43,5933","39,7536",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ставрополь,"Ставропольский край, г Ставрополь, ул Булкина, 9","45,046069","41,966626",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Старый Оскол,"Белгородская область, г Старый Оскол, ул Рождественская, 20 5","51,333867","37,88273",Белгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Стерлитамак,"Республика Башкортостан, г Стерлитамак, ул Сакко и Ванцетти, 67","53,623","55,956",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сургут,"Ханты-Мансийский автономный округ - Югра, г Сургут, ул 30 лет Победы, 28","61,231535","73,417147",Ханты-Мансийский автономный округ - Югра,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Сызрань,"Самарская область, г Сызрань, ул Московская, 1","53,169585","48,482044",Самарская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
